,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/hdd/0/temperature/0,/hdd/0/load/0
Time,CPU Core #1,CPU Core #2,CPU Core #3,CPU Core #4,CPU Total,CPU Core #1,CPU Core #2,CPU Core #3,CPU Core #4,CPU Package,CPU Core #1,CPU Core #2,CPU Core #3,CPU Core #4,CPU Package,CPU Cores,CPU Graphics,CPU DRAM,Total Power,Bus Speed,Memory,Used Memory,Available Memory,Temperature,Used Space
14-03-2024 17:05,13.0769253,0,0,2.272725,3.8374126,51,49,50,52,57,1201.37073,1201.37073,1201.37073,1201.37073,5.782,1.15695989,1.21878028,0,8.15774017,100.114227,49.4606056,7.764736,7.93409348,45,27.40461
15-03-2024 17:05,6.92307949,2.3317337,0,2.30768919,2.89062858,51,50,50,53,59,1101.2561,1101.2561,1101.2561,1201.37036,5.733728,1.12725651,1.2154274,0,8.07641191,100.1142,49.45271,7.7634964,7.93533325,45,27.40461
16-03-2024 17:05,7.03125,3.1129837,0,1.53846145,2.92067528,50,49,50,53,57,1201.39783,1201.39783,1201.39783,1201.39783,5.800582,1.135404,1.26181591,0,8.19780191,100.116486,49.4173737,7.75795,7.94088,45,27.40461
17-03-2024 17:05,8.4615345,2.30768919,0,1.58730149,3.08913,51,50,50,52,58,1201.37048,1201.37048,1201.37048,1201.37048,5.89089155,1.161444,1.232076,0,8.28441155,100.114204,49.39101,7.753811,7.945019,46,27.4046249
18-03-2024 17:05,5.384612,2.30768919,0,1.53846145,2.30769515,51,50,51,52,58,1301.48535,1201.37109,1201.37109,1201.37109,5.80705357,1.13810217,1.25844526,0,8.203601,100.114258,49.39123,7.753845,7.94498444,46,27.4046249
19-03-2024 17:05,8.4615345,3.82283926,0,1.5625,3.46171856,52,49,51,52,59,1201.37085,1201.37085,1201.37085,1201.37085,5.79548073,1.14274549,1.25327909,0,8.19150531,100.114243,49.3295822,7.74416733,7.95466232,46,27.4046249
20-03-2024 17:05,7.69230747,3.076923,0,1.53846145,3.076923,52,50,52,53,59,1201.37024,1201.37024,1201.37024,1201.37024,5.724953,1.157352,1.2687614,0,8.1510664,100.114189,49.2853355,7.737221,7.961609,46,27.40451
21-03-2024 17:05,11.5384579,0,0,1.53846145,3.26923132,52,50,53,52,59,1101.25635,1201.37061,1201.37061,1201.37061,6.05112267,1.23998272,1.43060577,0,8.72171116,100.11422,49.28106,7.73654938,7.96228027,46,27.40451
22-03-2024 17:05,12.5,0.78125,0.7692337,0.78125,3.70793343,52,49,51,52,59,1201.37109,1201.37109,1201.37109,1201.37109,5.68531227,1.157379,1.25877976,0,8.10147103,100.114258,49.2854538,7.73724,7.96159,46,27.40451
23-03-2024 17:05,9.375,1.5625,0,0.78125,2.9296875,51,51,53,53,59,1201.37085,1201.37085,1201.37085,1201.37085,5.906874,1.23281348,1.25724685,0,8.39693433,100.114235,49.2840729,7.7370224,7.96180725,46,27.4045181
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,5.789620182,1.148803873,1.257114154,0,8.195538209,,,,,,
Test 6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
05-03-2024 17:12,13.1610575,0.78125,0,0,3.4855783,44,42,45,44,51,1101.25671,1201.371,1201.371,1201.371,3.66491461,1.254108,0.026129782,0,4.945152392,100.11425,48.3024559,7.58292,8.11591,44,27.4050446
05-03-2024 17:12,5.384612,1.53846145,0,0.78125,1.92608237,46,45,47,48,54,1201.3717,1201.3717,1201.3717,1201.3717,5.70170975,1.11336029,1.25039577,0,8.06546581,100.1143,51.3305321,8.058292,7.64053726,44,27.4050446
05-03-2024 17:12,5.384612,1.52680874,0,0,1.72785521,47,46,48,49,55,1201.37085,1201.37085,1201.37085,1201.37085,5.673986,1.08859468,1.24590039,0,8.00848107,100.114243,51.3433838,8.06031,7.63851929,44,27.4050446
05-03-2024 17:12,9.230768,0.7692337,0,1.5625,2.89062262,48,47,48,49,57,1201.37085,1101.25659,1101.25659,1201.37085,5.488434,1.04436171,1.23104775,0,7.76384346,100.114235,51.3422623,8.060135,7.638695,44,27.4050674
05-03-2024 17:13,10.0000019,0.7692337,0,1.53846145,3.076923,49,48,48,50,56,1201.37085,1101.25671,1101.25671,1201.37085,5.71112442,1.09738374,1.23761845,0,8.04612661,100.114243,51.3479271,8.061024,7.637806,44,27.4050674
05-03-2024 17:13,8.4615345,0.7692337,0,0,2.30768919,49,48,48,51,57,1201.37048,1101.25635,1201.37048,1101.25635,5.689094,1.0636431,1.251189,0,8.0039261,100.114212,51.3510132,8.061508,7.63732147,44,27.4050674
05-03-2024 17:13,6.153846,2.30768919,0,1.5625,2.50600576,49,48,49,52,58,1201.37109,1201.37109,1301.48535,1301.48535,6.03504372,1.16942453,1.25298464,0,8.45745289,100.114258,51.3346825,8.058945,7.639885,45,27.4050751
05-03-2024 17:13,7.69230747,2.261418,0,0,2.48843431,50,48,49,51,58,1201.37146,1201.37146,1201.37146,1201.37146,5.70777655,1.10067749,1.21332335,0,8.02177739,100.114288,51.31991,8.056625,7.64220428,45,27.4050751
05-03-2024 17:13,10.0000019,0.7692337,0,0.7692337,2.88461447,51,48,50,51,58,1201.37,1201.37,1101.25586,1101.25586,5.73642,1.12815,1.24443722,0,8.10900722,100.114166,51.18692,8.035748,7.663082,45,27.4050751
05-03-2024 17:13,10.0000019,0.7692337,0,1.5625,3.082931,50,49,50,51,59,1201.37146,1201.37146,1201.37146,1201.37146,5.8001833,1.14315593,1.25732088,0,8.20066011,100.114288,51.1542168,8.030613,7.66821671,45,27.4051819
05-03-2024 17:14,8.59375,0.78125,0,1.53846145,2.72836685,51,49,50,51,59,1201.37085,1201.37085,1201.37085,1201.37085,5.66864872,1.144401,1.25117421,0,8.06422393,100.114235,51.15334,8.030476,7.668354,45,27.4051819
05-03-2024 17:14,7.69230747,3.076923,0,1.5625,3.082931,52,50,51,52,59,1101.25623,1201.37048,1101.25623,1201.37048,5.827639,1.12088048,1.24370265,0,8.19222213,100.114204,51.1518822,8.030247,7.668583,45,27.4051819
05-03-2024 17:14,10.0000019,2.30768919,0.746268034,1.51515007,3.642279,51,50,51,52,58,1201.36865,1201.36865,1201.36865,1201.36865,5.946197,1.1732415,1.24037564,0,8.35981414,100.114059,51.14736,8.029537,7.66929245,46,27.40519
05-03-2024 17:14,11.5384579,1.51549578,0,0,3.26349139,51,51,51,52,58,1201.371,1201.371,1201.371,1201.371,5.791071,1.16353345,1.23123348,0,8.18583793,100.11425,51.1329765,8.027279,7.67155075,46,27.40519
05-03-2024 17:14,12.3076916,0.7692337,0,0.78125,3.46454382,52,50,50,53,58,1201.37122,1201.37122,1201.37122,1201.37122,5.75208139,1.10469127,1.2594614,0,8.11623406,100.114265,51.1331253,8.027302,7.671528,46,27.40519
05-03-2024 17:14,10.0000019,2.30768919,0.78125,1.51515007,3.651023,52,49,51,53,58,1201.37146,1201.37146,1201.37146,1201.37146,5.695343,1.18864048,1.22785461,0,8.11183809,100.114288,51.13232,8.027176,7.67165375,46,27.4052124
05-03-2024 17:15,9.871793,0.7692337,0.757575035,2.272725,3.41783166,53,51,52,53,60,1201.37061,1201.37061,1201.37061,1201.37061,6.156035,1.31710517,1.24242151,0,8.71556168,100.114212,51.3040428,8.054134,7.64469528,46,27.4052124
05-03-2024 17:15,10.0000019,4.522836,0,0,3.63070965,53,51,51,53,59,1201.37122,1201.37122,1201.37122,1301.48547,6.063363,1.46992278,1.25963938,0,8.79292516,100.114265,51.26339,8.047752,7.65107727,46,27.4052124
05-03-2024 17:15,10.76923,1.53846145,0,1.58730149,3.47374678,52,50,52,53,60,1201.37109,1101.25684,1201.37109,1201.37109,5.92289925,1.20387912,1.23720968,0,8.36398805,100.114258,51.2567825,8.046715,7.652115,46,27.4052429
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,5.798169394,1.157502596,1.243182778,0,8.198854768,,,,,,
Test 7,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,
05-03-2024 17:18,8.59375,0,0,1.53846145,2.53305435,41,40,41,41,48,1101.25647,1101.25647,1101.25647,1101.25647,3.65369749,1.205998,0.026854204,0,4.886549694,100.114227,48.056572,7.544319,8.1545105,43,27.4055862
05-03-2024 17:18,8.4615345,1.53846145,0,0.7692337,2.692306,43,40,44,44,52,1201.37073,1201.37073,1201.37073,1201.37073,5.61946344,1.13712537,1.2293787,0,7.98596751,100.114235,51.3737831,8.065083,7.633747,43,27.4055862
05-03-2024 17:18,8.4615345,0,0,0.7692337,2.30768919,45,40,44,44,51,1001.14221,1101.25635,1101.25635,1101.25635,5.725806,1.08501232,1.25019014,0,8.06100846,100.11422,51.3673172,8.064068,7.634762,43,27.4055862
05-03-2024 17:18,12.5,0.78125,0.78125,1.5625,3.90625,45,42,44,44,52,1201.37109,1201.37109,1101.25684,1101.25684,5.634207,1.12728059,1.27182877,0,8.03331636,100.114258,51.35495,8.062126,7.63670349,43,27.4056015
05-03-2024 17:19,7.69230747,0.7692337,0,1.5625,2.50600576,45,43,45,44,54,1201.36951,1201.36951,1201.36951,1201.36951,5.867356,1.15520263,1.21952939,0,8.24208802,100.114128,51.3524742,8.061737,7.63709259,43,27.4056015
05-03-2024 17:19,9.230768,2.30768919,0,1.53846145,3.26923132,46,44,45,45,53,1201.371,1201.371,1201.371,1201.371,5.74281931,1.12858427,1.23531938,0,8.10672296,100.114243,51.35738,8.062508,7.636322,43,27.4056015
05-03-2024 17:19,7.8125,1.5625,0,0.793647766,2.542162,46,42,45,46,54,1201.37122,1201.37122,1201.37122,1201.37122,5.751476,1.13862348,1.25588655,0,8.14598603,100.114265,51.35427,8.062019,7.6368103,44,27.4056168
05-03-2024 17:19,8.4615345,0.7692337,0,1.5625,2.69831419,46,44,46,46,53,1101.25623,1101.25623,1101.25623,1101.25623,5.627238,1.06493914,1.22968209,0,7.92185923,100.1142,51.3544655,8.06205,7.63678,44,27.4056168
05-03-2024 17:19,6.25,1.5625,0,1.5625,2.34375,46,44,47,46,54,1201.37024,1201.37024,1201.37024,1201.37024,5.747082,1.13815153,1.24705815,0,8.13229168,100.114182,51.3245735,8.057358,7.641472,44,27.4056168
05-03-2024 17:19,10.76923,0,0,0,2.692306,46,45,46,48,54,1201.37244,1201.37244,1201.37244,1201.37244,5.809257,1.17875993,1.26657081,0,8.25458774,100.114365,51.3234062,8.057175,7.641655,44,27.4052353
05-03-2024 17:20,13.0769253,5.384612,0,0.793647766,4.813796,53,46,49,49,54,3203.6582,3303.77246,2703.08667,2602.97241,7.5793314,2.418142,1.33788049,0,11.33535389,100.114319,51.39519,8.068443,7.63038635,44,27.4052353
05-03-2024 17:20,13.0769253,0.7692337,0,0.78125,3.65685225,46,45,46,46,55,1201.371,1201.371,1201.371,1201.371,5.755288,1.13656569,1.23856366,0,8.13041735,100.11425,51.2977753,8.05315,7.64567947,44,27.4052353
05-03-2024 17:20,7.69230747,1.52680874,0,0.78125,2.500093,48,47,48,46,54,1201.37134,1101.25708,1201.37134,1201.37134,5.784394,1.14436543,1.28195155,0,8.21071098,100.114273,51.2578964,8.04689,7.65193939,45,27.4051819
05-03-2024 17:20,4.615384,1.53846145,0.746268034,1.5625,2.115655,47,45,47,46,54,1201.371,1201.371,1201.371,1201.371,5.745675,1.19540238,1.256443,0,8.19752038,100.11425,51.25377,8.046242,7.652588,45,27.4051819
05-03-2024 17:20,5.4567337,3.125,0,0,2.14543343,48,45,47,48,55,1201.37146,1101.25708,1201.37146,1201.37146,6.20688963,1.349716,1.26770079,0,8.82430642,100.114281,51.207283,8.038944,7.65988541,45,27.4051819
05-03-2024 17:20,7.03125,1.5625,0,0,2.1484375,48,45,48,48,55,1101.2572,1201.37146,1201.37146,1201.37146,5.729054,1.18583035,1.28451848,0,8.19940283,100.114288,51.1883774,8.035976,7.66285324,45,27.4051971
05-03-2024 17:21,8.59375,3.125,0,0,2.9296875,48,46,48,49,55,1201.37122,1301.48547,1201.37122,1201.37122,6.030643,1.22982967,1.25595963,0,8.5164323,100.114273,51.20165,8.038059,7.66077042,45,27.4051971
05-03-2024 17:21,10.0000019,3.076923,0,1.5625,3.65985632,48,45,48,49,54,1201.37073,1201.37073,1201.37073,1201.37073,5.907311,1.232993,1.27196538,0,8.41226938,100.114227,51.1831551,8.035156,7.6636734,45,27.4051971
05-03-2024 17:21,10.0000019,0,0.78125,0.78125,2.89062262,48,46,47,48,55,1201.37134,1201.37134,1201.37134,1101.25708,5.89157343,1.22088945,1.25821662,0,8.3706795,100.114281,51.1763535,8.034088,7.66474152,45,27.4052429
05-03-2024 17:21,14.84375,4.6875,3.78787518,9.848488,8.291901,49,46,48,50,54,1301.48535,1301.48535,1401.59961,1401.59961,6.590149,2.247134,0.802635,0,9.639918,100.114258,47.9721069,7.53105927,8.16777,45,27.4052429
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,5.933948064,1.290239328,1.234804136,0,8.458991527,,,,,,
Test 8,,,,,,,,,,,,,,,,,,,,,,,,,
.,,,,,,,,,,,,,,,,,,,,,,,,,
05-03-2024 17:25,4.6875,0,0,0,1.171875,41,40,42,42,49,1101.25659,1101.25659,1101.25659,1101.25659,2.542879,0.724182069,0.033336733,0,3.300397802,100.114235,48.6912651,7.643959,8.054871,42,27.4059448
05-03-2024 17:25,10.76923,2.30768919,0,0,3.26923132,44,42,44,44,51,1201.37134,1101.25708,1201.37134,1201.37134,5.69453526,1.10994327,1.23994732,0,8.04442585,100.114273,51.96469,8.157848,7.54098129,42,27.4059448
05-03-2024 17:26,8.4615345,0.7692337,0,1.53846145,2.692306,45,44,46,45,52,1201.371,1201.371,1201.371,1201.371,5.68313742,1.08457279,1.25903571,0,8.02674592,100.114243,51.9904251,8.161888,7.53694153,42,27.4059448
05-03-2024 17:26,10.0000019,0.7692337,0,0,2.692306,48,44,47,48,53,1201.37122,1101.257,1101.257,1101.257,5.69397736,1.080066,1.25564671,0,8.02969007,100.114265,51.9063263,8.148685,7.550144,42,27.4059753
05-03-2024 17:26,12.3076916,1.53846145,0,1.53846145,3.8461566,48,46,47,49,55,1101.25684,1101.25684,1201.37109,1201.37109,5.77679539,1.05950141,1.2495476,0,8.0858444,100.114258,51.8971138,8.14724,7.55159,42,27.4059753
05-03-2024 17:26,9.230768,1.53846145,0,1.5625,3.082931,48,47,48,48,55,1201.37134,1201.37134,1201.37134,1101.25708,5.57820463,1.09578669,1.23747289,0,7.91146421,100.114273,51.8874168,8.145718,7.553112,42,27.4059753
05-03-2024 17:26,5.384612,0.7692337,0.793647766,0.7692337,1.92918181,49,45,49,49,56,1101.25867,1201.373,1201.373,1201.373,5.83285046,1.17345655,1.238722,0,8.24502901,100.114426,51.99808,8.16309,7.53574,43,27.40586
05-03-2024 17:26,10.0000019,0,0,1.5625,2.89062262,48,48,50,49,57,1101.25659,1101.25659,1101.25659,1101.25659,5.67025137,1.06819224,1.22441113,0,7.96285474,100.114235,51.92642,8.15184,7.54698944,43,27.40586
05-03-2024 17:27,10.0000019,0,0,1.51515007,2.87878513,49,48,49,51,57,1201.37109,1201.37109,1201.37109,1201.37109,5.77969074,1.13930523,1.25212812,0,8.17112409,100.114258,51.8883438,8.145863,7.552967,43,27.40586
05-03-2024 17:27,13.28125,0,0,1.58730149,3.71713638,49,48,50,51,56,1201.3717,1201.3717,1201.3717,1201.3717,5.881599,1.0816741,1.27119792,0,8.23447102,100.1143,51.88363,8.145123,7.553707,44,27.4058762
05-03-2024 17:27,7.8125,1.5625,0,1.53846145,2.72836685,50,48,50,51,56,1201.37219,1201.37219,1201.37219,1201.37219,5.85014343,1.21009326,1.26198637,0,8.32222306,100.114349,51.8761,8.14394,7.55488968,44,27.4058762
05-03-2024 17:27,9.230768,1.53846145,0,0.78125,2.88761854,50,47,51,51,57,1201.372,1101.25757,1201.372,1201.372,5.94735861,1.13517416,1.25033236,0,8.33286513,100.114326,51.88008,8.144566,7.554264,44,27.4058762
05-03-2024 17:27,8.4615345,0.7692337,0,0.7692337,2.49999762,50,49,51,51,57,1201.371,1201.371,1201.371,1201.371,5.8216095,1.17796624,1.24901056,0,8.2485863,100.114243,51.806797,8.13306,7.565769,45,27.4058838
05-03-2024 17:27,8.4615345,0,0,0.746268034,2.30194926,51,49,50,52,58,1201.37024,1201.37024,1201.37024,1201.37024,5.998386,1.19825673,1.24976075,0,8.44640348,100.114189,51.7825928,8.129261,7.56956863,45,27.4058838
05-03-2024 17:28,7.69230747,0,0,1.5625,2.3137033,50,50,51,52,58,1201.37061,1201.37061,1201.37061,1201.37061,5.81119061,1.14416385,1.23871779,0,8.19407225,100.11422,51.7727776,8.12772,7.57111,45,27.4058838
05-03-2024 17:28,9.230768,0,0,0.793647766,2.50610113,50,49,51,51,58,1201.372,1201.372,1201.372,1201.372,5.87467146,1.18223858,1.27279127,0,8.32970131,100.114326,51.7656059,8.126595,7.572235,45,27.4059
05-03-2024 17:28,8.4615345,3.8461566,0,1.5625,3.467548,51,49,53,53,59,1201.37073,1101.25647,1201.37073,1201.37073,6.04456949,1.24358845,1.34869242,0,8.63685036,100.114227,51.76296,8.126179,7.572651,45,27.4059
05-03-2024 17:28,7.69230747,3.03030014,0.746268034,0,2.86722183,51,50,51,53,58,1201.37048,1201.37048,1201.37048,1201.37048,5.69329548,1.13598311,1.257651,0,8.08692959,100.114212,51.755352,8.124985,7.573845,45,27.4059
05-03-2024 17:28,10.15625,2.34375,0,0.7692337,3.31730843,51,49,53,53,59,1201.37061,1201.37061,1101.25647,1201.37061,5.863726,1.21969032,1.21660352,0,8.30001984,100.11422,51.7543564,8.124828,7.57400131,46,27.4058685
05-03-2024 17:28,8.59375,3.053975,0,1.5625,3.30255628,52,50,53,54,58,1201.371,1201.371,1201.371,1201.371,5.886937,1.21853614,1.24420869,0,8.34968183,100.11425,51.7518539,8.124435,7.574394,46,27.4058685
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,5.809627853,1.145167848,1.253571796,0,8.208367498,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Test 9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
05-03-2024 17:32,3.125,0.7692337,0,0,0.9735584,44,42,44,44,51,1101.25623,1101.25623,1101.25623,1101.25623,2.49094534,0.642367661,0.029254518,0,3.162567519,100.114204,49.16532,7.71838,7.98044968,44,27.405098
05-03-2024 17:32,7.69230747,0.7692337,0,0.757575035,2.30478048,47,45,46,47,53,1201.37134,1201.37134,1201.37134,1201.37134,5.77376461,1.163971,1.22473979,0,8.1624754,100.114281,52.4414177,8.232689,7.46614075,44,27.405098
05-03-2024 17:32,8.59375,0,0,0.7692337,2.340746,48,45,46,49,56,1101.25671,1101.25671,1101.25671,1201.371,5.5298667,1.06426466,1.22593749,0,7.82006885,100.114243,52.4044838,8.226891,7.471939,44,27.405098
05-03-2024 17:32,9.230768,0.757575035,0,0.78125,2.69240141,49,46,48,50,57,1101.25708,1201.37134,1101.25708,1101.25708,5.731222,1.08936346,1.24800277,0,8.06858823,100.114281,52.4002571,8.226227,7.472603,44,27.4051743
05-03-2024 17:32,6.92307949,1.53846145,0,2.30768919,2.692312,50,46,48,50,56,1201.37134,1101.25708,1201.37134,1201.37134,5.74820471,1.11213052,1.2364496,0,8.09678483,100.114281,52.3936729,8.225193,7.47363663,44,27.4051743
05-03-2024 17:32,6.153846,0.78125,0,0.78125,1.92908645,50,48,49,50,57,1101.25647,1101.25647,1201.37073,1101.25647,5.9278264,1.15247381,1.39144135,0,8.47174156,100.114227,52.40225,8.22654,7.47229,44,27.4051743
05-03-2024 17:33,8.59375,0,0,0.78125,2.34375,51,50,50,51,58,1201.37061,1201.37061,1201.37061,1201.37061,5.827083,1.13276708,1.25584483,0,8.21569491,100.114212,52.40419,8.226845,7.471985,45,27.4051819
05-03-2024 17:33,9.230768,3.10096145,0,1.5625,3.473556,50,48,50,51,57,1101.258,1101.258,1101.258,1201.37244,5.65658569,1.09352767,1.23958123,0,7.98969459,100.114365,52.4018135,8.226471,7.4723587,45,27.4051819
05-03-2024 17:33,10.0000019,2.30768919,0,1.53846145,3.46153975,51,49,50,52,59,1201.37036,1101.25623,1201.37036,1201.37036,5.838031,1.13531721,1.24266469,0,8.2160129,100.114204,52.4026833,8.226608,7.47222137,45,27.4051819
05-03-2024 17:33,9.230768,0.7692337,0,1.5625,2.89062262,51,49,50,52,58,1201.37158,1201.37158,1201.37158,1201.37158,5.918218,1.11585963,1.25035083,0,8.28442846,100.114296,52.4012527,8.226383,7.47244644,45,27.40519
05-03-2024 17:33,8.4615345,0.7692337,0,0.78125,2.50300169,52,50,52,52,59,1201.37134,1201.37134,1201.37134,1201.37134,5.805095,1.12350035,1.26757455,0,8.1961699,100.114273,52.3703423,8.221531,7.47729874,45,27.40519
05-03-2024 17:34,11.5384579,0,0,1.53846145,3.26923132,53,49,53,53,59,1201.37085,1201.37085,1201.37085,1201.37085,5.903884,1.23313081,1.2467103,0,8.38372511,100.114235,52.3645363,8.220619,7.47821045,45,27.40519
05-03-2024 17:34,9.230768,2.23881,0,0.7692337,3.059703,51,50,51,53,59,1201.37122,1201.37122,1201.37122,1201.37122,5.70396376,1.20821,1.23628545,0,8.14845921,100.114273,52.45714,8.235157,7.46367264,46,27.4052048
05-03-2024 17:34,6.92307949,3.10096145,0,0.793647766,2.70442367,51,50,52,52,58,1201.371,1101.25671,1101.25671,1101.25671,5.79197025,1.12639034,1.26901031,0,8.1873709,100.114243,52.2263222,8.198921,7.49990845,46,27.4052048
05-03-2024 17:34,7.03125,3.125,0,1.5625,2.9296875,52,49,53,52,59,1201.371,1201.371,1201.371,1201.371,5.690838,1.15222681,1.25733793,0,8.10040274,100.11425,52.2274628,8.19910049,7.499729,46,27.4052048
05-03-2024 17:34,12.3076916,0.7692337,0,0,3.26923132,52,50,52,53,60,1101.2572,1201.37146,1201.37146,1201.37146,5.806905,1.17063522,1.23799348,0,8.2155337,100.114288,52.220562,8.198017,7.50081253,46,27.40522
05-03-2024 17:34,6.153846,1.53846145,0,0.757575035,2.112472,51,50,52,53,60,1201.37048,1201.37048,1101.25623,1101.25623,5.85076427,1.19129014,1.25061953,0,8.29267394,100.114204,52.2174263,8.197525,7.50130463,46,27.40522
05-03-2024 17:35,10.0000019,3.150183,0,0.78125,3.48286033,52,50,52,54,59,1201.37036,1201.37036,1201.37036,1201.37036,5.906406,1.20408869,1.26174355,0,8.37223824,100.1142,52.20739,8.19595,7.50288,46,27.40522
05-03-2024 17:35,13.0769253,0.757575035,0,1.53846145,3.843242,52,49,50,52,59,1201.371,1201.371,1201.371,1201.371,5.796986,1.16280448,1.22792828,0,8.18771876,100.11425,52.21604,8.197308,7.501522,47,27.4052353
05-03-2024 17:35,15.8684845,15.5528841,9.977036,5.223882,11.6555748,52,50,53,53,57,1301.48511,2703.08447,2703.08447,1401.59937,7.66290045,3.18048358,0.911161363,0,11.75454539,100.114243,48.57164,7.62517929,8.07365,47,27.4052353
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,5.887921834,1.253286077,1.235861964,0,8.377069875,,,,,,
Test 10,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
05-03-2024 17:37,1.53846145,0,0,0,0.384616852,42,41,41,43,49,1001.14246,1001.14246,1101.25671,1101.25671,2.56695366,0.649563968,0.035282724,0,3.251800352,100.114243,48.4755135,7.61008835,8.088741,44,27.4056015
05-03-2024 17:37,8.4615345,0.7692337,0,0,2.30768919,45,42,43,44,53,1101.25635,1101.25635,1101.25635,1101.25635,5.84466171,1.10866749,1.23708391,0,8.19041311,100.11422,51.7113266,8.11807251,7.580757,44,27.4056015
05-03-2024 17:37,7.69230747,3.8461566,0.78125,0,3.079927,45,44,45,45,53,1201.37158,1201.37158,1201.37158,1201.37158,5.681412,1.13433075,1.26715422,0,8.08289697,100.114296,53.1919975,8.350521,7.34830856,44,27.4056015
05-03-2024 17:38,3.125,1.5625,0,1.53846145,1.55649185,46,44,45,46,53,1201.37122,1201.37122,1101.257,1101.257,5.847543,1.163512,1.268574,0,8.279629,100.114265,52.85125,8.297028,7.401802,44,27.40561
05-03-2024 17:38,7.8125,2.34375,0,0.78125,2.734375,46,44,46,46,54,1201.37073,1201.37073,1101.25659,1101.25659,5.940144,1.13441777,1.2493335,0,8.32389527,100.114235,52.4004021,8.22625,7.47258,44,27.40561
05-03-2024 17:38,3.90625,4.6875,0,2.30768919,2.72536278,48,45,47,48,55,1201.371,1101.25671,1201.371,1201.371,7.07001,1.61165452,2.08165717,0,10.76332169,100.11425,52.38417,8.22370148,7.475128,44,27.40561
05-03-2024 17:38,4.615384,0.7692337,0,0,1.346153,48,45,47,47,55,1201.372,1101.25769,1101.25769,1201.372,5.78691053,1.1398406,1.252806,0,8.17955713,100.114334,52.1334229,8.184338,7.514492,44,27.40561
05-03-2024 17:38,7.03125,0.78125,0,1.53846145,2.33774185,48,45,47,48,54,1101.25671,1201.371,1201.371,1101.25671,5.560712,1.081549,1.24554133,0,7.88780233,100.11425,52.11022,8.180695,7.518135,44,27.40561
05-03-2024 17:38,11.71875,2.34375,0,0.793647766,3.714037,47,47,47,47,55,1101.2561,1201.37024,1101.2561,1201.37024,5.87630558,1.18875313,1.27066,0,8.33571871,100.114189,52.09863,8.178875,7.51995468,44,27.40561
05-03-2024 17:39,10.76923,0,0.78125,1.53846145,3.27223539,48,45,46,47,54,1201.37,1201.37,1201.37,1201.37,5.771306,1.12016809,1.24520838,0,8.13668247,100.114166,52.0886154,8.177303,7.52152634,45,27.4056244
05-03-2024 17:39,10.0000019,0.78125,0,1.5625,3.085935,46,47,47,47,54,1101.257,1101.257,1201.37122,1201.37122,5.81219959,1.06000364,1.24099469,0,8.11319792,100.114273,52.08167,8.176212,7.52261734,45,27.4056244
05-03-2024 17:39,9.230768,1.5625,0,1.5625,3.08893919,49,45,46,49,55,1101.25659,1101.25659,1101.25659,1101.25659,5.72672749,1.13490009,1.21163726,0,8.07326484,100.114227,52.0730667,8.174862,7.52396774,45,27.4056244
05-03-2024 17:39,9.230768,3.076923,0,0.7692337,3.26923132,46,46,47,49,54,1101.25708,1201.37146,1101.25708,1201.37146,5.85799742,1.22963071,1.2706244,0,8.35825253,100.114288,52.07885,8.17577,7.52306,45,27.40564
05-03-2024 17:39,9.375,0.78125,0,1.5625,2.9296875,47,45,48,48,54,1201.37073,1201.37073,1201.37073,1201.37073,5.9042573,1.13911951,1.24126875,0,8.28464556,100.114227,52.059166,8.17268,7.52614975,45,27.40564
05-03-2024 17:39,12.3076916,0,0,0,3.076923,49,45,47,48,55,1101.25684,1101.25684,1201.37109,1201.37109,5.748445,1.12999952,1.22524381,0,8.10368833,100.114258,52.0614281,8.173035,7.525795,45,27.40564
05-03-2024 17:40,11.5384579,3.076923,0,0,3.65384817,48,46,48,49,57,1201.37073,1201.37073,1201.37073,1201.37073,6.31566525,1.30433452,1.29415989,0,8.91415966,100.114235,52.0433,8.170189,7.52864075,46,27.4056549
