,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,,,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/hdd/0/temperature/0,/hdd/0/load/0
Time,CPU Core #1,CPU Core #2,CPU Core #3,CPU Core #4,CPU Total,CPU Core #1,CPU Core #2,CPU Core #3,CPU Core #4,CPU Package,CPU Core #1,CPU Core #2,CPU Core #3,CPU Core #4,CPU Package,CPU Cores,CPU Graphics,CPU DRAM,,,Bus Speed,Memory,Used Memory,Available Memory,Temperature,Used Space
05-03-2024 01:46,18.4615364,0.7692337,0,0,4.80769253,53,49,53,53,60,1101.25647,1101.25647,1101.25647,1101.25647,5.796427,1.25636041,1.186626,0,8.23941341,100.114227,54.2695961,8.519691,7.179138,47,27.4200821,
05-03-2024 01:46,15.625,0,0,0,3.90625,52,51,53,53,59,1101.25659,1101.25659,1201.37085,1101.25659,5.90629768,1.328798,1.185465,0,8.42056068,100.114235,54.21281,8.51077652,7.188053,47,27.4200821,
05-03-2024 01:46,14.6153812,0.78125,0,0,3.84916067,53,51,53,53,60,1101.25671,1201.371,1101.25671,1101.25671,5.806887,1.25346768,1.18568492,0,8.2460396,100.11425,54.20078,8.508888,7.18994141,47,27.4200821,
05-03-2024 01:46,18.75,0,0,0,4.6875,52,50,51,52,59,1201.36987,1301.484,1201.36987,1101.25574,5.79357,1.25909412,1.18081164,0,8.23347576,100.114151,54.2073174,8.509914,7.18891525,47,27.4200974,
05-03-2024 01:47,13.8461533,1.57489777,2.38095522,0,4.4505,51,50,51,51,58,1101.257,1201.37122,1101.257,1201.37122,6.44655371,1.53676176,1.23248,0,9.21579547,100.114273,54.195507,8.50806,7.190769,47,27.4200974,
05-03-2024 01:47,10.76923,0,0,0.7692337,2.88461447,50,48,50,51,57,1101.25232,1101.25232,1101.25232,1101.25232,5.87320042,1.33234251,1.174616,0,8.38015893,100.113846,54.2013168,8.508972,7.18985748,47,27.4200974,
05-03-2024 01:47,15.5528841,0,0.7692337,0,4.08052826,51,48,50,51,57,1201.3717,1201.3717,1201.3717,1201.3717,6.69206,1.60207176,1.22141552,0,9.51554728,100.114311,54.2129822,8.510803,7.18802643,47,27.4201431,
05-03-2024 01:47,13.8461533,1.53846145,0,0,3.8461566,50,48,50,52,57,1101.25647,1201.37061,1101.25647,1201.37061,6.378181,1.43126941,1.187882,0,8.99733241,100.11422,54.2336349,8.514046,7.184784,47,27.4201431,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6.031562296,1.322778295,1.175422069,0,8.52976266,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
05-03-2024 02:01,0.78125,0.78125,0,0.78125,0.5859375,44,42,43,45,52,1101.2561,1101.2561,1101.2561,1101.2561,2.05458379,0.5408629,0.02250546,0,2.61795215,100.1142,44.7013779,7.01759338,8.681236,46,27.3444214,
05-03-2024 02:01,10.9375,0.78125,0,0,2.9296875,46,45,46,48,53,1101.257,1201.37122,1101.257,1201.37122,5.79247475,1.24920034,1.18474245,0,8.22641754,100.114265,50.3942566,7.91130829,7.78752136,46,27.3444214,
05-03-2024 02:01,14.0625,0.78125,0.78125,0,3.90625,48,45,48,49,54,1101.25647,1101.25647,1101.25647,1101.25647,5.910197,1.2580142,1.177124,0,8.3453352,100.11422,50.3782921,7.908802,7.79002762,46,27.3444214,
05-03-2024 02:01,13.0769253,0,0,0,3.26923132,49,47,47,49,55,1101.25684,1101.25684,1101.25684,1101.25684,5.86944246,1.25286341,1.15489113,0,8.277197,100.114258,50.3820839,7.909397,7.78943253,46,27.34449,
05-03-2024 02:01,10.76923,1.53846145,0,0,3.076923,49,47,48,49,55,1201.37134,1101.25708,1101.25708,1101.25708,5.875947,1.23703516,1.16344368,0,8.27642584,100.114281,50.356617,7.90539932,7.79343033,46,27.34449,
05-03-2024 02:02,10.9375,1.53846145,0,0,3.11899185,49,45,49,49,56,1101.25684,1201.37109,1201.37109,1101.25684,5.947453,1.28437376,1.1796999,0,8.41152666,100.114258,50.3451233,7.903595,7.79523468,46,27.34449,
05-03-2024 02:02,10.76923,0.7692337,0,0,2.88461447,49,47,48,49,54,1201.37183,1201.37183,1201.37183,1101.25757,5.78513,1.25677526,1.159002,0,8.20090726,100.114326,50.3453178,7.90362549,7.795204,46,27.3444366,
05-03-2024 02:02,14.0625,1.5625,0,0.78125,4.1015625,49,48,47,49,55,1101.25586,1101.25586,1101.25586,1101.25586,5.86615658,1.29856515,1.20482349,0,8.36954522,100.114174,50.3474579,7.903961,7.79486847,46,27.3444366,
05-03-2024 02:02,11.71875,1.5504837,0,0,3.31730843,49,48,48,50,56,1101.25623,1101.25623,1101.25623,1101.25623,5.98011,1.28874528,1.18224955,0,8.45110483,100.114204,50.3390236,7.90263748,7.796192,46,27.3444366,
05-03-2024 02:02,15.3846149,0,0,0,3.8461566,49,46,48,51,57,1101.2572,1101.2572,1201.37146,1201.37146,5.921159,1.23264861,1.18167078,0,8.33547839,100.114296,50.4923744,7.926712,7.77211761,46,27.3444977,
05-03-2024 02:02,16.9230766,0,0,0,4.23076725,50,46,48,49,57,1101.25647,1101.25647,1101.25647,1101.25647,5.78970242,1.24185,1.19272792,0,8.22428034,100.114227,50.289402,7.894848,7.803982,46,27.3444977,
05-03-2024 02:03,15.3846149,0,0,0,3.8461566,49,47,49,49,56,1101.25659,1501.71362,1101.25659,1201.37085,5.835774,1.27252674,1.19665849,0,8.30495923,100.114243,50.0160866,7.85194,7.8468895,46,27.3444977,
05-03-2024 02:03,13.28125,0,0,0,3.3203125,49,47,48,50,56,1201.37,1201.37,1201.37,1201.37,6.1570406,1.3104682,1.21435833,0,8.68186713,100.114174,50.00955,7.850914,7.84791565,47,27.3437729,
05-03-2024 02:03,14.6153812,0.7692337,0,0,3.8461566,49,48,48,49,57,1201.37085,1201.37085,1201.37085,1101.25659,5.83619976,1.28456938,1.18075669,0,8.30152583,100.114243,49.990963,7.84799576,7.850834,47,27.3437729,
05-03-2024 02:03,16.9230766,1.52680874,0,0,4.61246967,50,47,50,49,57,1101.25635,1101.25635,1101.25635,1201.37061,5.97070074,1.26522064,1.21515214,0,8.45107352,100.114212,49.986393,7.84727859,7.851551,47,27.3437729,
05-03-2024 02:03,11.5384579,0.7692337,0,0,3.076923,50,48,50,51,57,1101.25684,1201.37109,1101.25684,1201.37109,5.96114159,1.25051939,1.21567929,0,8.42734027,100.11425,49.98131,7.84648132,7.85234833,46,27.3438263,
05-03-2024 02:03,16.40625,0,0,0,4.1015625,49,48,49,51,57,1101.257,1101.257,1101.257,1101.257,5.89094973,1.27892458,1.231153,0,8.40102731,100.114265,49.971447,7.84493256,7.853897,46,27.3438263,
05-03-2024 02:04,11.5384579,0.757575035,0,0,3.07400823,50,48,49,50,56,1201.37073,1201.37073,1401.59924,1201.37073,6.14981,1.36275113,1.19283473,0,8.70539586,100.114235,50.1134529,7.86722565,7.831604,46,27.3438263,
05-03-2024 02:04,14.0625,0,0,0.78125,3.7109375,50,48,49,51,57,1101.25671,1101.25671,1101.25671,1101.25671,6.047578,1.33563817,1.21894848,0,8.60216465,100.11425,50.2738762,7.89241028,7.80641937,47,27.3437729,
05-03-2024 02:04,22.3790283,4.557109,5.409038,2.30768919,8.663219,51,50,51,52,56,2302.628,1301.48535,2703.085,1401.59961,6.848945,2.30201936,0.925986469,0,10.07695083,100.114258,46.20475,7.253605,8.445225,47,27.3437729,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,5.970311138,1.329616251,1.177468554,0,8.477395943,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
05-03-2024 02:09,19.9999981,3.78787518,0,0.746268034,6.13353825,46,42,43,43,49,2502.85645,2903.31348,2402.74219,1201.37109,4.401956,1.75955689,0.032802448,0,6.194315338,100.114258,45.0976028,7.079796,8.619034,44,27.3446426,
05-03-2024 02:09,17.7163486,7.69230747,12.3076916,1.53846145,9.813702,48,44,47,46,53,1301.48523,1301.48523,1301.48523,1301.48523,7.12615,2.200759,1.26284981,0,10.58975881,100.11425,50.79524,7.97425842,7.724571,44,27.3446426,
05-03-2024 02:09,23.0769215,6.153846,0.7692337,0,7.499999,50,47,48,49,54,2602.97,3003.42676,2002.28455,3203.65527,8.605725,3.45098543,1.51782274,0,13.57453317,100.114227,48.81852,7.66393661,8.034893,44,27.3446426,
05-03-2024 02:09,42.1875,44.53125,51.5625,37.878788,44.0400124,51,48,49,51,56,1301.48572,1201.37146,1201.37146,1201.37146,14.2887669,7.49652624,1.52412856,0,23.3094217,100.114288,49.5926933,7.785473,7.913357,44,27.3447723,
05-03-2024 02:09,16.40625,3.1129837,4.651439,5.384612,7.38883,49,47,48,50,57,1101.2533,1101.2533,1101.2533,1201.36731,6.91415453,1.66370571,1.21306241,0,9.79092265,100.113937,50.0660934,7.859791,7.839039,44,27.3447723,
05-03-2024 02:09,15.625,2.34375,0,0,4.4921875,49,45,48,49,56,1101.25684,1101.25684,1101.25684,1101.25684,6.027079,1.31687772,1.21837115,0,8.56232787,100.114258,48.9406967,7.683117,8.015713,44,27.3447723,
05-03-2024 02:10,16.9230766,1.53846145,0.746268034,0,4.801953,47,45,48,50,55,1201.37085,1101.25659,1101.25659,1101.25659,6.349118,1.30169475,1.19356716,0,8.84437991,100.114235,48.9176636,7.67950058,8.019329,45,27.34623,
05-03-2024 02:10,15.625,0,0,0,3.90625,50,46,48,47,56,1101.25659,1201.37085,1201.37085,1201.37085,5.93479729,1.27202487,1.1729219,0,8.37974406,100.114235,48.73882,7.65142441,8.047405,45,27.34623,
05-03-2024 02:10,14.84375,0.806450844,0,0,3.91255021,49,45,48,49,56,1101.25623,1201.37048,1101.25623,1201.37048,5.975427,1.27050924,1.17603087,0,8.42196711,100.114204,48.42767,7.602577,8.096252,45,27.34623,
05-03-2024 02:10,10.9375,0,0,0,2.734375,49,47,49,49,57,1201.37012,1101.25586,1201.37012,1101.25586,5.93866348,1.28255224,1.16562474,0,8.38684046,100.114174,48.4300232,7.602947,8.095882,46,27.3461456,
05-03-2024 02:10,17.1875,0,0,0,4.296875,49,47,48,48,55,1101.25732,1101.25732,1101.25732,1101.25732,5.97424555,1.26348794,1.22055066,0,8.45828415,100.114311,48.42186,7.6016655,8.097164,46,27.3461456,
05-03-2024 02:10,15.625,0,0,0,3.90625,49,47,48,49,57,1101.2572,1101.2572,1101.2572,1101.2572,6.961266,1.59680688,2.0320003,0,10.59007318,100.114288,48.4254837,7.602234,8.096596,46,27.3461456,
05-03-2024 02:11,15.625,0,0,0,3.90625,49,47,49,49,56,1101.25684,1201.37109,1101.25684,1101.25684,5.98272657,1.2808255,1.20326817,0,8.46682024,100.114265,48.4411774,7.604698,8.094131,46,27.3462067,
05-03-2024 02:11,10.9375,0.78125,0.7692337,0,3.121996,49,47,49,49,56,1201.37109,1101.25684,1101.25684,1201.37109,5.866546,1.33488667,1.16094875,0,8.36238142,100.114258,48.44344,7.605053,8.093777,46,27.3462067,
05-03-2024 02:11,12.5,0,0,0,3.125,50,47,49,49,57,1101.25647,1101.25647,1101.25647,1201.37073,5.879203,1.29690063,1.20482373,0,8.38092736,100.11422,48.4456253,7.60539627,8.093433,46,27.3462067,
05-03-2024 02:11,13.8461533,0.7692337,0,0.7692337,3.8461566,50,46,49,50,56,1101.23547,1201.34778,1201.34778,1201.34778,5.84406137,1.29131091,1.19317734,0,8.32854962,100.11232,48.37698,7.59461975,8.10421,46,27.3462677,
05-03-2024 02:11,11.5384579,0.746268034,0,0.7692337,3.26349139,50,46,48,50,55,1201.371,1101.25671,1201.371,1201.371,6.06874752,1.35160673,1.21521819,0,8.63557244,100.11425,48.3379555,7.58849335,8.110336,46,27.3462677,
05-03-2024 02:11,13.8461533,0.78125,0,0,3.65685225,50,47,49,50,56,1101.25647,1101.25647,1101.25647,1101.25647,5.961004,1.27800047,1.18985832,0,8.42886279,100.114227,48.3324623,7.587631,8.111198,46,27.3462677,
05-03-2024 02:12,16.1538486,0,0,0,4.038465,49,48,48,49,56,1201.371,1201.371,1101.25671,1101.25671,5.90542459,1.30798745,1.223029,0,8.43644104,100.114243,48.33375,7.5878334,8.110996,46,27.3463211,
05-03-2024 02:12,2.34375,0.7692337,0,0,0.7782459,46,46,47,49,53,1201.37085,1301.48511,1301.48511,1201.37085,2.68953276,0.795624,0.028636629,0,3.513793389,100.114243,42.769928,6.71437836,8.984451,46,27.3463211,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6.541717819,1.792266967,1.216625812,0,9.550610598,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
05-03-2024 02:16,0,0,0,0.78125,0.1953125,42,40,41,41,48,1101.25671,1101.25671,1101.25671,1001.1424,1.90746737,0.44052422,0.023901563,0,2.371893153,100.114243,42.19246,6.623722,9.075108,43,27.3471146,
05-03-2024 02:16,20.7692261,5.420673,0,0,6.547475,45,43,45,48,53,2202.51147,1201.36987,1201.36987,2002.28308,7.4652667,2.46501541,1.36240077,0,11.29268288,100.114151,47.5479622,7.46447372,8.234356,43,27.3471146,
05-03-2024 02:16,14.0625,0,0,0.78125,3.7109375,46,44,45,46,53,1101.25684,1101.25684,1101.25684,1101.25684,5.92712927,1.25118446,1.19281375,0,8.37112748,100.114258,47.73808,7.49432,8.20451,43,27.3471146,
05-03-2024 02:16,13.2572117,0,0,0.78125,3.50961685,46,44,47,46,53,1101.25708,1101.25708,1101.25708,1101.25708,5.92128372,1.24758744,1.17178082,0,8.34065198,100.114273,47.5319977,7.46196747,8.236862,44,27.3470764,
05-03-2024 02:17,16.40625,0,0,0,4.1015625,46,44,47,46,55,1201.37085,1101.25659,1101.25659,1101.25659,5.78267527,1.27636755,1.16918039,0,8.22822321,100.114243,47.50585,7.457863,8.240967,44,27.3470764,
05-03-2024 02:17,16.9230766,0,0,0,4.23076725,48,45,46,46,54,1101.25732,1101.25732,1201.37158,1101.25732,5.913157,1.24910641,1.19152772,0,8.35379113,100.114296,47.484642,7.45453262,8.244297,44,27.3470764,
05-03-2024 02:17,16.1538486,0.757575035,0,0,4.227853,46,44,48,48,53,1101.25732,1101.25732,1101.25732,1101.25732,5.933955,1.26480758,1.19242978,0,8.39119236,100.114296,47.47125,7.45243073,8.246399,44,27.347168,
05-03-2024 02:17,15.3846149,0,0,0,3.8461566,48,45,47,49,55,1101.25684,1101.25684,1201.37109,1101.25684,5.887021,1.27049065,1.22086871,0,8.37838036,100.114258,47.478756,7.45360947,8.24522,44,27.347168,
05-03-2024 02:17,19.9999981,0.7692337,0,0,5.19230366,48,45,48,49,56,1201.37036,1101.25623,1201.37036,1201.37036,5.905141,1.26313365,1.17088842,0,8.33916307,100.1142,47.44894,7.448929,8.249901,44,27.347168,
05-03-2024 02:17,16.40625,0.78125,0,0,4.296875,47,45,48,48,55,1201.37207,1201.37207,1201.37207,1101.25769,5.89467335,1.31813765,1.18269956,0,8.39551056,100.114334,47.4468536,7.448601,8.250229,45,27.3472214,
05-03-2024 02:18,14.6153812,0,0,0,3.65384817,48,44,47,49,54,1201.37109,1201.37109,1201.37109,1201.37109,5.971264,1.29003525,1.18941081,0,8.45071006,100.114258,47.3978157,7.44090271,8.257927,45,27.3472214,
05-03-2024 02:18,14.84375,0,0,0,3.7109375,49,45,48,50,55,1101.25623,1101.25623,1101.25623,1101.25623,5.97891331,1.265464,1.21122539,0,8.4556027,100.114204,47.3895569,7.43960571,8.259224,45,27.3472214,
05-03-2024 02:18,18.75,0,0,0,4.6875,49,47,48,49,55,1101.25732,1101.25732,1201.37158,1201.37158,6.385666,1.44293237,1.60555243,0,9.4341508,100.1143,47.3811,7.438278,8.260551,46,27.3472748,
05-03-2024 02:18,13.8461533,0,0,0,3.46153975,49,47,49,50,55,1101.25671,1101.25671,1101.25671,1101.25671,6.035786,1.32046521,1.2224195,0,8.57867071,100.11425,47.3872948,7.439251,8.259579,46,27.3472748,
05-03-2024 02:18,14.0625,0.78125,0,0,3.7109375,49,48,47,49,56,1101.25708,1201.37134,1201.37134,1101.25708,5.974369,1.31171739,1.1789794,0,8.46506579,100.114281,47.3603477,7.43502045,8.263809,46,27.3472748,
05-03-2024 02:18,11.71875,0,0,0,2.9296875,48,46,48,49,55,1101.2572,1101.2572,1101.2572,1101.2572,5.91312027,1.3310833,1.21831477,0,8.46251834,100.114288,47.3693123,7.436428,8.262402,46,27.347229,
05-03-2024 02:19,15.625,0,0,0,3.90625,49,45,48,49,57,1101.25586,1101.25586,1101.25586,1101.25586,6.198942,1.337635,1.1878736,0,8.7244506,100.114166,47.3614426,7.435192,8.263638,46,27.347229,
05-03-2024 02:19,13.28125,0,0,0,3.3203125,49,46,48,50,55,1101.25671,1101.25671,1101.25671,1101.25671,6.012558,1.31392443,1.18072677,0,8.5072092,100.11425,47.356144,7.4343605,8.264469,46,27.347229,
05-03-2024 02:19,17.1875,1.5504837,0,0,4.684496,49,47,48,49,57,1201.37073,1101.25659,1201.37073,1101.25659,6.046282,1.33468974,1.21790826,0,8.59888,100.114227,47.5256348,7.460968,8.237862,46,27.3472824,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6.063733494,1.364098749,1.225944492,0,8.653776735,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
05-03-2024 02:23,11.5384579,16.118885,6.867057,2.272725,9.19928,46,45,46,46,52,1301.485,1301.485,1301.485,1301.485,5.222404,2.28535676,0.015756887,0,7.523517647,100.114227,42.3286552,6.64510345,9.053726,44,27.3484268,
05-03-2024 02:24,14.0625,0,0,0.78125,3.7109375,46,45,47,48,54,1101.2561,1101.2561,1101.2561,1201.37036,6.44722652,1.45209551,1.1916095,0,9.09093153,100.1142,47.9561157,7.528549,8.17028,44,27.3484268,
05-03-2024 02:24,15.3846149,1.53846145,0,0,4.23076725,49,47,48,49,56,1101.257,1101.257,1101.257,1101.257,5.918106,1.3342458,1.18567586,0,8.43802766,100.114273,48.0879669,7.54924774,8.149582,44,27.3484268,
05-03-2024 02:24,12.3076916,4.54545,11.1940269,0.7692337,7.20410347,50,48,49,51,57,1401.60083,2002.287,1401.60083,1401.60083,6.984633,2.07319522,1.3448385,0,10.40266672,100.114349,48.00119,7.53562546,8.163204,44,27.348381,
05-03-2024 02:24,13.8461533,1.53846145,14.0625,4.6875,8.533657,52,49,51,51,57,1301.48547,1301.48547,1301.48547,1301.48547,6.8144145,2.104867,1.26313925,0,10.18242075,100.114265,47.9632378,7.529667,8.169163,44,27.348381,
05-03-2024 02:24,15.3846149,3.8461566,23.84615,0.7692337,10.9615383,52,50,53,52,58,1401.59949,1401.59949,1301.48535,1401.59949,7.0539875,2.14979124,1.29458535,0,10.49836409,100.11425,47.9432373,7.5265274,8.172302,44,27.348381,
05-03-2024 02:24,10.76923,0.757575035,0,0,2.8816998,53,49,50,52,59,1101.25623,1101.25623,1101.25623,1101.25623,5.86552334,1.22370028,1.15490854,0,8.24413216,100.1142,47.9148331,7.522068,8.176762,45,27.3484726,
05-03-2024 02:25,13.28125,0,0,0,3.3203125,52,48,50,52,59,1101.25659,1201.37085,1201.37085,1201.37085,6.00220442,1.32152748,1.18117428,0,8.50490618,100.114243,47.8187065,7.506977,8.191853,45,27.3484726,
05-03-2024 02:25,12.3076916,0.7692337,0,0,3.26923132,52,50,51,53,58,1101.25623,1101.25623,1101.25623,1201.37048,5.941767,1.30164,1.15314245,0,8.39654945,100.114204,47.8040771,7.50468063,8.194149,45,27.3484726,
05-03-2024 02:25,13.8461533,0,0,0,3.46153975,52,50,51,53,58,1201.37085,1101.25671,1201.37085,1201.37085,5.842833,1.27591109,1.16313171,0,8.2818758,100.114243,47.80386,7.5046463,8.194183,46,27.3494339,
05-03-2024 02:25,13.0769253,0.78125,0,0,3.46454382,53,49,51,52,59,1201.37085,1101.25659,1101.25659,1101.25659,6.372982,1.38625848,1.514309,0,9.27354948,100.114235,47.80182,7.504326,8.194504,46,27.3494339,
05-03-2024 02:25,15.625,0.78125,0,0.78125,4.296875,52,49,53,53,60,1101.25684,1101.25684,1101.25684,1101.25684,6.35524368,1.34895945,1.48217642,0,9.18637955,100.11425,47.8032761,7.50455475,8.194275,46,27.3494339,
05-03-2024 02:25,14.0625,0.78125,0,0,3.7109375,52,49,53,52,58,1101.25757,1201.37183,1101.25757,1101.25757,5.840258,1.26077569,1.17637026,0,8.27740395,100.114319,47.802063,7.504364,8.194466,47,27.34945,
05-03-2024 02:26,13.0769253,0.7692337,0,0,3.46153975,53,51,53,54,59,1201.37122,1201.37122,1201.37122,1201.37122,5.900393,1.30058384,1.201498,0,8.40247484,100.114265,47.9809265,7.532444,8.166386,47,27.34945,
05-03-2024 02:26,14.6153812,0,0,0,3.65384817,53,50,53,52,60,1201.37122,1201.37122,1101.257,1101.257,6.048581,1.28342438,1.23907924,0,8.57108462,100.114265,47.698864,7.488163,8.210667,47,27.34945,
05-03-2024 02:26,15.3846149,0,0,0,3.8461566,53,49,54,53,60,1101.25623,1101.25623,1101.25623,1101.25623,5.87753057,1.29695153,1.19337845,0,8.36786055,100.114204,47.692276,7.487129,8.2117,47,27.3494644,
05-03-2024 02:26,13.8461533,1.53846145,1.53846145,0,4.23076725,53,49,53,53,59,1101.25623,1101.25623,1101.25623,1201.37048,5.867913,1.29338813,1.183514,0,8.34481513,100.114204,47.6958733,7.487694,8.211136,47,27.3494644,
05-03-2024 02:26,19.23077,1.53846145,0,0,5.19230938,51,48,50,51,59,1301.485,1301.485,1201.37073,1201.37073,6.000118,1.2651124,1.2183615,0,8.4835919,100.114227,47.66902,7.48347855,8.215351,47,27.3494644,
05-03-2024 02:26,16.9230766,0,0,0,4.23076725,50,48,49,51,58,1101.25708,1101.25708,1101.25708,1101.25708,6.02916336,1.27414131,1.21032,0,8.51362467,100.114281,47.663,7.4825325,8.216297,47,27.349472,
05-03-2024 02:27,13.8461533,0.746268034,0,0,3.64810824,51,48,49,51,58,1201.37036,1101.25623,1201.37036,1201.37036,5.90478,1.293299,1.21952689,0,8.41760589,100.1142,47.6595955,7.48199844,8.216831,47,27.349472,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,6.161455678,1.433677254,1.240565221,0,8.835698154,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
05-03-2024 02:31,6.25,0,0.78125,0.78125,1.953125,43,40,42,42,49,1601.82874,1401.6001,1401.6001,1401.6001,2.848916,0.8351615,0.027710822,0,3.711788322,100.114296,42.3279762,6.64499664,9.053833,43,27.3499527,
05-03-2024 02:31,21.6586533,7.03125,0,2.30768919,7.74940252,46,44,45,46,53,1301.48438,1201.37024,1201.37024,1201.37024,7.08622742,2.17350173,1.27098942,0,10.53071857,100.114189,47.95291,7.52804565,8.170784,43,27.3499527,
05-03-2024 02:31,14.0625,0.78125,0,0,3.7109375,45,44,46,46,54,1201.37036,1101.25623,1201.37036,1101.25623,5.86272526,1.23703957,1.18028343,0,8.28004826,100.114204,47.9012032,7.519928,8.178902,43,27.3499527,
05-03-2024 02:31,10.9375,0,0,0,2.734375,48,44,47,45,53,1101.2561,1101.2561,1101.2561,1101.2561,5.92878532,1.25202727,1.19824207,0,8.37905466,100.114189,47.89814,7.51944733,8.179382,43,27.3500137,
05-03-2024 02:31,10.9375,0,0,0,2.734375,46,44,46,47,54,1101.25659,1201.37085,1101.25659,1201.37085,6.09382,1.3066994,1.18921733,0,8.58973673,100.114235,47.8965836,7.519203,8.179626,43,27.3500137,
05-03-2024 02:31,13.28125,0,0,0,3.3203125,46,44,47,47,53,1101.25623,1101.25623,1101.25623,1101.25623,5.92838049,1.25510073,1.19887483,0,8.38235605,100.114204,47.89318,7.518669,8.18016052,43,27.3500137,
05-03-2024 02:32,23.4375,4.71230125,0.793647766,0,7.235861,47,45,47,48,53,1101.257,1101.257,1101.257,1101.257,8.057869,2.49686885,1.270858,0,11.82559585,100.114265,48.00474,7.5361824,8.162647,44,27.3500214,
05-03-2024 02:32,14.6153812,0.7692337,0,0,3.8461566,47,45,47,49,54,1101.2572,1101.2572,1101.2572,1101.2572,6.08415937,1.33072,1.29785371,0,8.71273308,100.114296,47.9894829,7.533787,8.165043,44,27.3500214,
05-03-2024 02:32,16.1538486,0,0,0,4.038465,48,44,48,49,54,1201.395,1101.27881,1101.27881,1101.27881,5.92834044,1.260052,1.20218837,0,8.39058081,100.116257,47.98943,7.533779,8.16505051,44,27.3500214,
05-03-2024 02:32,7.8125,0,0,0,1.953125,47,46,47,48,54,1101.25647,1902.17017,1101.25647,1101.25647,5.81448841,1.25861728,1.20611131,0,8.279217,100.11422,47.9923973,7.53424454,8.164585,45,27.3500366,
05-03-2024 02:32,13.8461533,0,0,0,3.46153975,49,45,47,48,55,1101.25659,1101.25659,1101.25659,1101.25659,6.028773,1.26454341,1.2056464,0,8.49896281,100.114243,47.9822159,7.532646,8.166183,45,27.3500366,
05-03-2024 02:32,14.0625,0,0,0,3.515625,47,45,48,49,55,1201.37036,1201.37036,1101.2561,1101.2561,6.05354834,1.27783978,1.23004663,0,8.56143475,100.1142,47.9813652,7.53251266,8.166317,45,27.3500366,
05-03-2024 02:33,15.3846149,0,0,0,3.8461566,48,46,47,49,54,1101.25684,1001.14258,1101.25684,1101.25684,6.019527,1.35184109,1.19565332,0,8.56702141,100.114258,47.9197655,7.52284241,8.175987,45,27.3500977,
05-03-2024 02:33,16.9711533,0,0,0.78125,4.43810225,49,46,48,49,55,1101.25745,1201.37183,1101.25745,1101.25745,5.916785,1.28507829,1.175262,0,8.37712529,100.114319,47.9176521,7.52251053,8.176319,45,27.3500977,
05-03-2024 02:33,10.9375,0.78125,0,0,2.9296875,49,46,47,49,55,1101.25647,1201.37073,1101.25647,1101.25647,5.83901548,1.3189162,1.17480052,0,8.3327322,100.114227,47.8661842,7.514431,8.184399,45,27.3500977,
05-03-2024 02:33,15.3846149,0,0,0,3.8461566,47,45,48,49,55,1201.37146,1101.2572,1201.37146,1101.2572,5.86133051,1.296051,1.21476233,0,8.37214384,100.114288,47.85642,7.51289749,8.185932,46,27.3501053,
05-03-2024 02:33,17.1875,1.5504837,0,0,4.684496,48,47,48,49,56,1101.27234,1201.388,1201.388,1201.388,5.85329533,1.29946756,1.21302712,0,8.36579001,100.115662,47.8562241,7.512867,8.185963,46,27.3501053,
05-03-2024 02:33,10.76923,0.7692337,0,0.7692337,3.076923,49,46,48,49,55,1201.36768,1101.25366,1201.36768,1101.25366,5.931995,1.33064783,1.22995448,0,8.49259731,100.113976,47.8511925,7.51207733,8.186752,46,27.3501053,
